"today","MCC_ID","mcc.q4","mcc.q5","mcc.secC_group.q6","mcc.secC_group.q6a","mcc.secC_group.q8","mcc.secC_group.other_q8","mcc.secC_group.q9","mcc.secC_group.q10","mcc.assets.q14a","mcc.assets.q14b","mcc.assets.q14c","mcc.assets.q14d","mcc.assets.q14e","mcc.assets.q14f","mcc.assets.q14g","mcc.assets.q14h","mcc.assets.q14i","mcc.assets.q14j","mcc.assets.q14k","mcc.assets.q14l","mcc.assets.q14m","mcc.assets.q14n","mcc.q15","mcc.q16a","mcc.q16b","mcc.q16c","mcc.q16cc","mcc.q16d","mcc.q16e","mcc.services.q17","mcc.services.q18","mcc.services.q19","mcc.services.q20","mcc.services.q21","mcc.services.q22","mcc.Q23","mcc.Q24","mcc.day.q25a","mcc.day.q25b","mcc.day.q25c","mcc.day.q25x1","mcc.day.q25x2","mcc.day.q25x3","mcc.qual.q26","mcc.qual.q27","mcc.qual.q28","mcc.q29","mcc.q31","mcc.q31a","mcc.q31b","mcc.q31c","mcc.q31d","mcc.q32.1","mcc.q32.2","mcc.q32.3","mcc.q32.4","mcc.q32.5","mcc.q33.1","mcc.q33.2","mcc.q33.3","mcc.q33.4","mcc.q33.5","mcc.q33.6","mcc.q34.1","mcc.q34.2","mcc.q34.3","mcc.q34.4","mcc.q34.5","mcc.q34.6","mcc.q35","mcc.q36","mcc.q37","mcc.q38.1","mcc.q38.2","mcc.q38.3","mcc.q38.4","mcc.q38.96","mcc.q39a","mcc.q39b","mcc.q39c","mcc.q39d","mcc.q40","mcc.q44","mcc.q46","mcc.q46b","mcc.q47","mcc.q48","mcc.q49","mcc.q50","mcc.q51.1","mcc.q51.2","mcc.q51.3","mcc.q51.4","mcc.q51.96","mcc.q52a","mcc.q52b","mcc.q52c","mcc.q52d","mcc.q53","mcc.q54","mcc.q55","mcc.q56","mcc.q57","mcc.q58","mcc.q59","mcc.q60","mcc.q61.1","mcc.q61.2","mcc.q61.3","mcc.q61.4","mcc.q61.96","mcc.q62a","mcc.q62b","mcc.q62c","mcc.q62d","mcc.q63","mcc.q64","mcc.q65","mcc.q66","mcc.q67","mcc.q68","mcc.q69","mcc.q70","mcc.q71.1","mcc.q71.2","mcc.q71.3","mcc.q71.4","mcc.q71.96","mcc.q72a","mcc.q72b","mcc.q72c","mcc.q72d","mcc.q73","mcc.q74","mcc.q75","mcc.q76","mcc.q77","mcc.q78","mcc.q79","mcc.q80","mcc.q81.1","mcc.q81.2","mcc.q81.3","mcc.q81.4","mcc.q81.96","mcc.q82a","mcc.q82b","mcc.q82c","mcc.q82d","mcc.q83","mcc.q84","mcc.q85","mcc.q86","mcc.q87"
"2022-12-07","MCC_616","Male",3,"Treasurer_accountant",2,2,"n/a","15","6",0,1,0,0,0,1,1,1,3,1,0,0,2,1,3,2,"n/a","n/a","n/a","n/a","n/a",2,2,3,3,2,2,22,15,22,900,5600,1,1,3,3000,3000,800,1,"1","20",3,1,"1","False","True","False","False","False","False","True","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","280","1000","1","False","True","False","False","False","n/a","n/a","2","5","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-07","MCC_614","Male",4,"Secretary",3,2,"n/a","29","11",0,0,0,0,0,1,1,1,0,2,0,0,2,0,2,2,"n/a","n/a","n/a","n/a","n/a",2,2,3,3,2,3,40,35,40,950,1500,1,1,3,3400,1000,800,2,"n/a","n/a",3,2,"2","False","True","False","False","False","False","False","False","True","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10000","1000","1","False","True","False","False","False","n/a","n/a","2","4","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-07","MCC_618","Male",5,"Manager",12,3,"n/a","n/a","n/a",0,10,0,0,0,2,2,6,15,2,2,0,3,2,1,1,"1","1","1","n/a","1",2,2,3,3,3,3,7000,60,60,750,650,1,1,1,8400,5000,4500,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","49000","1000","1","True","True","True","False","False","1","5","1","5","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-07","MCC_70","Female",6,"Manager",5,1,"n/a","n/a","n/a",2,1,0,0,0,1,1,4,25,1,1,1,2,2,1,2,"n/a","n/a","n/a","n/a","n/a",3,3,3,1,1,1,30,24,30,875,1600,1,1,3,3000,1200,1600,1,"2","50",3,2,"2","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1600","850","1","False","False","True","False","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-07","MCC_410","Female",6,"Other",15,3,"n/a","n/a","n/a",0,1,0,0,0,0,2,2,8,1,0,1,4,0,1,2,"n/a","n/a","n/a","n/a","n/a",2,2,3,3,2,2,70,60,70,800,5800,1,1,3,5000,2000,5000,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","5000","900","1","False","False","True","False","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-07","MCC_1","Male",6,"Manager",30,2,"n/a","140","40",0,1,0,1,0,3,3,4,68,2,2,1,6,0,1,1,"1","1","1","n/a","2",2,3,3,2,1,1,85,65,85,950,2800,1,1,1,5000,2000,2800,2,"n/a","n/a",3,2,"2","False","True","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1900","1000","1","True","True","True","False","False","1","8.5","1","4","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-08","MCC_612","Female",6,"Manager",7,3,"n/a","n/a","n/a",0,2,0,1,0,1,3,2,24,1,1,0,4,0,1,1,"1","2","1","n/a","30",3,1,3,1,1,1,25,20,25,800,4000,1,1,1,8000,3000,5000,1,"2","50",2,1,"1","False","True","False","False","False","False","True","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","28000","900","1","True","True","True","False","False","1","5","1","3","1","1","2","50","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-08","MCC_30","Male",3,"Secretary",1,3,"n/a","n/a","n/a",0,2,0,0,0,1,1,2,1,1,0,0,2,0,3,1,"2","n/a","n/a","n/a","n/a",1,1,3,1,1,1,1500,800,17,800,1500,1,1,1,2550,800,1500,1,"1","10",3,2,"1","False","True","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1036","1000","1","False","True","True","False","False","n/a","n/a","2","5","1","1","1","10","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-08","MCC_494","Female",4,"Manager",7,3,"n/a","n/a","n/a",0,5,1,1,0,1,1,3,30,2,0,0,2,0,3,2,"n/a","n/a","n/a","n/a","n/a",1,3,3,1,1,1,18,18,18,800,3000,1,1,1,5300,2000,3000,1,"2","50",3,1,"1","False","True","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","21000","1000","1","True","True","True","False","False","1","6","1","5","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-07","MCC_22","Female",6,"Manager",11,2,"n/a","25","10",2,0,0,0,0,1,2,1,2,0,0,0,2,0,1,1,"1","1","1","n/a","10",1,1,1,3,1,1,30,22,30,800,2000,1,1,1,4960,1500,2100,2,"n/a","n/a",3,2,"n/a","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2100","900","1","True","True","True","True","False","1","999","1","4","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-07","MCC_542","Male",3,"Manager",20,3,"n/a","n/a","n/a",2,0,0,0,0,1,3,4,10,4,0,1,2,2,1,2,"n/a","n/a","n/a","n/a","n/a",1,1,3,3,1,3,30,25,30,850,3000,1,1,3,6930,1500,3000,2,"n/a","n/a",2,2,"n/a","False","True","False","False","False","False","True","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3000","950","1","True","True","True","True","False","1","999","1","3","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-07","MCC_548","Male",4,"Manager",3,3,"n/a","n/a","n/a",2,0,0,0,0,2,1,2,28,0,0,0,2,0,3,2,"n/a","n/a","n/a","n/a","n/a",1,3,3,3,3,3,38,32,38,800,4300,1,1,3,5300,3400,4300,2,"n/a","n/a",2,2,"n/a","False","True","False","False","False","True","False","True","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3628","1200","1","False","False","True","True","False","n/a","n/a","n/a","n/a","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-08","MCC_546","Male",6,"Manager",10,2,"n/a","47","5",1,0,0,0,0,1,1,1,1,1,0,0,3,0,3,1,"1","2","3","n/a","2",2,3,3,3,2,3,52,40,50,800,1700,1,1,1,3000,1100,2200,2,"n/a","n/a",3,2,"1","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1700","800","1","True","True","True","False","False","2","5","1","4","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-08","MCC_558","Male",5,"Manager",10,2,"n/a","12","0",0,1,0,0,0,1,1,1,10,8,0,0,2,0,2,2,"n/a","n/a","n/a","n/a","n/a",2,3,3,2,1,3,12,12,12,800,1500,1,1,3,3000,800,1500,1,"2","50",3,2,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1500","800","1","False","False","True","False","False","n/a","n/a","n/a","n/a","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-08","MCC_21","Male",5,"Manager",5,2,"n/a","3","2",0,0,0,0,0,1,1,4,31,2,0,0,2,10,1,2,"n/a","n/a","n/a","n/a","n/a",1,1,3,1,1,3,40,20,40,700,2000,1,2,3,2150,1500,2000,2,"n/a","n/a",2,2,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2000","850","1","False","False","True","True","False","n/a","n/a","n/a","n/a","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-08","MCC_87","Female",6,"Manager",1,1,"n/a","n/a","n/a",0,0,0,0,0,1,1,2,10,2,0,0,3,3,1,2,"n/a","n/a","n/a","n/a","n/a",3,3,3,1,1,1,27,25,27,725,900,1,1,3,3000,800,900,2,"n/a","n/a",4,2,"2","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","900","725","1","False","False","True","True","False","n/a","n/a","n/a","n/a","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-09","MCC_17","Male",5,"Manager",7,2,"n/a","70","12",3,1,1,0,0,3,3,6,8,6,1,0,6,0,3,1,"1","1","1","n/a","5",3,3,3,3,1,3,140,80,140,750,5000,1,1,1,5300,2000,5000,2,"n/a","n/a",3,2,"2","True","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","5000","850","1","False","True","True","True","False","n/a","n/a","2","3.5","2","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-05","MCC_152","Male",4,"Mobilizer",0.5,3,"n/a","n/a","n/a",0,1,0,2,0,1,1,1,2,3,0,1,3,0,3,2,"n/a","n/a","n/a","n/a","n/a",1,1,3,1,3,3,22,22,22,800,2000,1,1,3,3500,900,2000,2,"n/a","n/a",3,2,"2","True","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1900","1200","1","False","False","True","False","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1900","1200","1","False","False","True","False","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-09","MCC_149","Male",6,"Manager",1,3,"n/a","n/a","n/a",0,4,0,0,0,1,1,2,16,1,0,0,2,4,3,2,"n/a","n/a","n/a","n/a","n/a",1,3,3,3,1,3,8,8,8,850,3400,1,1,3,6180,1700,3500,2,"n/a","n/a",2,2,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3400","1000","1","False","False","True","False","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-09","MCC_83","Female",2,"Manager",20,3,"n/a","n/a","n/a",774683086,0,0,0,0,1,1,10,6,5,0,1,3,0,1,2,"n/a","n/a","n/a","n/a","n/a",3,3,3,3,1,1,6,6,10,900,1200,1,3,3,1500,700,1347,2,"n/a","n/a",3,2,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1200","900000","1","False","False","True","False","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-09","MCC_166","Male",6,"Manager",5,3,"n/a","n/a","n/a",0,3,0,0,0,1,2,1,6,1,0,0,3,0,1,2,"n/a","n/a","n/a","n/a","n/a",1,1,3,3,1,1,30,20,30,750,3000,1,1,3,5460,1500,3000,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","True","False","False","True","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","30000","900","1","False","True","True","False","False","n/a","n/a","2","5","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-09","MCC_232","Male",6,"Manager",10,2,"n/a","21","2",0,0,0,0,0,1,1,1,1,1,0,0,1,0,3,2,"n/a","n/a","n/a","n/a","n/a",2,2,3,3,2,3,23,23,23,750,800,1,3,3,3000,500,800,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","False","False","True","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","800","850","1","False","False","True","False","False","n/a","n/a","n/a","n/a","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-09","MCC_364","Male",5,"Manager",12,1,"n/a","n/a","n/a",0,4,0,1,0,1,1,1,30,0,0,0,1,1,3,2,"n/a","n/a","n/a","n/a","n/a",1,3,3,3,3,3,4480,30,25,1000,4000,1,1,3,4480,3000,4500,2,"n/a","n/a",98,2,"2","False","True","False","False","False","False","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4480","1100","1","False","False","True","False","False","n/a","n/a","n/a","n/a","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-09","MCC_430","Male",3,"Mobilizer",9,2,"n/a","15","5",0,0,0,0,0,12,2,1,6,2,0,0,2,1,1,1,"1","1","1","n/a","2",2,2,3,1,2,2,20,20,20,700,4200,1,1,1,8000,3000,8000,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29400","900","1","True","True","True","False","False","2","5","1","5","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
