"today","q5","farmer_ID","farmer_type","tick","exp","check.q7","check.q8","check.check2.q9","check.check2.Dairy.q10a","check.check2.Dairy.q11a","check.check2.Dairy.q13","check.check2.Dairy.q14","check.check2.Dairy.q15","check.check2.Dairy.q16","check.check2.Dairy.q18","check.check2.Dairy.q19","check.check2.Dairy.q20","check.check2.Dairy.q21","check.check2.Dairy.q21b","check.check2.Dairy.q22","check.check2.Dairy.q23","check.check2.Dairy.L1","check.check2.Dairy.L2","check.check2.Dairy.q24","check.check2.Dairy.q25","check.check2.Dairy.q26","check.check2.Dairy.q27","check.check2.Dairy.q28","check.check2.Dairy.q29","check.check2.Dairy.q30","check.check2.Dairy.q31","check.check2.Dairy.q32","check.check2.Dairy.q33","check.check2.Dairy.q34","check.check2.Dairy.q35","check.check2.Dairy.q36","check.check2.Dairy.q37","check.check2.Dairy.q38","check.check2.Dairy.q39","check.check2.Dairy.q39b.1","check.check2.Dairy.q39b.2","check.check2.Dairy.q39b.3","check.check2.Dairy.q39b.4","check.check2.Dairy.q39b.5","check.check2.Dairy.q39b.6","check.check2.Dairy.q39b.96","check.check2.Dairy.q39c","check.check2.Dairy.q39d","check.check2.Dairy.q40","check.check2.Dairy.q41","check.check2.Dairy.q42","check.check2.Dairy.q42b.1","check.check2.Dairy.q42b.2","check.check2.Dairy.q42b.3","check.check2.Dairy.q43","check.check2.Dairy.q43b.1","check.check2.Dairy.q43b.2","check.check2.Dairy.q43b.3","check.check2.Dairy.q43b.4","check.check2.Dairy.q43b.5","check.check2.Dairy.q44","check.check2.Dairy.q38b","check.check2.Dairy.q45","check.check2.Dairy.q45b","check.check2.Dairy.q46","check.check2.Dairy.q46b","check.check2.Dairy.q47","check.check2.Dairy.q48","check.check2.Dairy.q49","check.check2.Dairy.q49a","check.check2.Dairy.q50","check.check2.Dairy.q51","check.check2.Dairy.q51a","check.check2.Dairy.q50x","check.check2.Dairy.q51x","check.check2.Dairy.q51ax","check.check2.Dairy.q52","check.check2.Dairy.q53.1","check.check2.Dairy.q53.2","check.check2.Dairy.q53.3","check.check2.Dairy.q53.4","check.check2.Dairy.q53.5","check.check2.Dairy.q53.96","check.check2.Dairy.q53.88","check.check2.Dairy.other_q53","check.check2.Dairy.q54","check.check2.Dairy.q55","check.check2.Dairy.q56.1","check.check2.Dairy.q56.2","check.check2.Dairy.q56.3","check.check2.Dairy.q56.4","check.check2.Dairy.q56.5","check.check2.Dairy.q56.96","check.check2.Dairy.other_q56","check.check2.Dairy.q57","check.check2.Dairy.q58","check.check2.Dairy.q59","check.check2.Dairy.q60","check.check2.Dairy.q61","check.check2.Dairy.q62","check.check2.Dairy.q63","check.check2.Dairy.q64","check.check2.Dairy.q65","check.check2.Dairy.qx1","check.check2.Dairy.qx2","check.check2.Dairy.qx3.1","check.check2.Dairy.qx3.2","check.check2.Dairy.qx3.3","check.check2.Dairy.qx3.4","check.check2.Dairy.qx3.5","check.check2.Dairy.qx3.96","check.check2.Dairy.other_qx3","check.check2.Dairy.qx4","check.check2.Dairy.qx5.1","check.check2.Dairy.qx5.2","check.check2.Dairy.qx5.3","check.check2.Dairy.qx5.4","check.check2.Dairy.qx5.5","check.check2.Dairy.qx6","check.check2.Dairy.qx7","check.check2.Dairy.qx8","check.check2.Dairy.qx9","check.check2.Dairy.qx10","check.check2.Dairy.qx11","check.check2.Dairy.qx12","check.check2.Dairy.qx13","check.check2.Dairy.qx14","check.check2.Dairy.qx15.1","check.check2.Dairy.qx15.2","check.check2.Dairy.qx15.3","check.check2.Dairy.qx15.4","check.check2.Dairy.qx15.5","check.check2.Dairy.qx15.96","check.check2.Dairy.other_qx15","check.check2.Dairy.qx16","check.check2.Dairy.qx17.1","check.check2.Dairy.qx17.2","check.check2.Dairy.qx17.3","check.check2.Dairy.qx17.4","check.check2.Dairy.qx17.5","check.check2.Dairy.qx18","check.check2.Dairy.qx19","check.check2.Dairy.qx20","check.check2.Dairy.qx21","check.check2.Dairy.qx22","check.check2.Dairy.qx23","check.check2.Dairy.qx24","check.check2.Dairy.qx25","check.check2.Dairy.qx26","check.check2.Dairy.qx27.1","check.check2.Dairy.qx27.2","check.check2.Dairy.qx27.3","check.check2.Dairy.qx27.4","check.check2.Dairy.qx27.5","check.check2.Dairy.qx27.96","check.check2.Dairy.other_qx27","check.check2.Dairy.qx28","check.check2.Dairy.qx29.1","check.check2.Dairy.qx29.2","check.check2.Dairy.qx29.3","check.check2.Dairy.qx29.4","check.check2.Dairy.qx29.5","check.check2.Dairy.qx30","check.check2.Dairy.qx31","check.check2.Dairy.qx32","check.check2.Dairy.qx33","check.check2.Dairy.qx34","check.check2.Dairy.qx35","check.check2.Dairy.qx36","check.check2.Dairy.qx37","check.check2.Dairy.qx38","check.check2.Dairy.qx39.1","check.check2.Dairy.qx39.2","check.check2.Dairy.qx39.3","check.check2.Dairy.qx39.4","check.check2.Dairy.qx39.5","check.check2.Dairy.qx39.96","check.check2.Dairy.other_qx39","check.check2.Dairy.qx40","check.check2.Dairy.qx41.1","check.check2.Dairy.qx41.2","check.check2.Dairy.qx41.3","check.check2.Dairy.qx41.4","check.check2.Dairy.qx41.5","check.check2.Dairy.qx42","check.check2.Dairy.qx43","check.check2.Dairy.qx44","check.check2.Dairy.qx45","check.check2.Dairy.qx46","check.check2.Dairy.qx47","check.check2.Dairy.qx48","check.check2.Dairy.qx49","check.check2.Dairy.qx50","check.check2.Dairy.qx51.1","check.check2.Dairy.qx51.2","check.check2.Dairy.qx51.3","check.check2.Dairy.qx51.4","check.check2.Dairy.qx51.5","check.check2.Dairy.qx51.96","check.check2.Dairy.other_qx51","check.check2.Dairy.qx52","check.check2.Dairy.qx53.1","check.check2.Dairy.qx53.2","check.check2.Dairy.qx53.3","check.check2.Dairy.qx53.4","check.check2.Dairy.qx53.5","check.check2.Dairy.qx54","check.check2.Dairy.qx55","check.check2.Dairy.qx56","check.check2.Dairy.qx57","check.check2.Dairy.qx58","check.check2.Dairy.qx59","check.check2.Dairy.qx60","check.check2.Dairy.q66","check.check2.Dairy.q67.1","check.check2.Dairy.q67.2","check.check2.Dairy.q67.3","check.check2.Dairy.q67.4","check.check2.Dairy.q67.5","check.check2.Dairy.q67.6","check.check2.Dairy.q67.7","check.check2.Dairy.q67.96","check.check2.Dairy.q68","check.check2.Dairy.q69","check.check2.Dairy.q70","check.check2.Dairy.q71","check.check2.Dairy.N1","check.check2.Dairy.N2","check.check2.Dairy.N3","check.check2.Dairy.N4","check.check2.Dairy.N5","check.check2.Dairy.N6","check.check2.Dairy.N7","check.check2.Dairy.N8","check.check2.Dairy.N9","check.check2.Dairy.N10","check.check2.Dairy.N11","check.check2.Dairy.N12","check.check2.Dairy.N13","check.check2.Dairy.N14","check.check2.Dairy.N15","check.check2.Dairy.N16","check.check2.Dairy.N17","check.check2.Dairy.N18","check.check2.Dairy.N19","check.check2.Dairy.N20","check.check2.Dairy.N21","check.check2.Dairy.N22","check.check2.Dairy.N23","check.check2.Dairy.N24","check.check2.Dairy.labour.q72a","check.check2.Dairy.labour.q72b","check.check2.Dairy.labour.q72c","check.check2.Dairy.labour.q72d","check.check2.Dairy.labour.q72e","check.check2.Dairy.labour.q72f","check.check2.Dairy.labour.q72g","check.check2.Dairy.labour.q72h","check.check2.Dairy.labour.q72i","check.check2.Dairy.labour.q72j","check.check2.Dairy.labour.q72k","check.check2.Dairy.labour.q72l","check.check2.Dairy.labour.q72m","check.check2.Dairy.labour.q72n","check.check2.Dairy.labour.q72o","check.check2.Dairy.labour.q72p","check.check2.Dairy.Tick3.q73","check.check2.Dairy.Tick3.q74","check.check2.Dairy.Tick3.q75","check.check2.Dairy.Tick3.q76.1","check.check2.Dairy.Tick3.q76.2","check.check2.Dairy.Tick3.q76.3","check.check2.Dairy.Tick3.q76.4","check.check2.Dairy.Tick3.q76.96","check.check2.Dairy.Tick3.other_q76","check.check2.Dairy.Tick3.q78.1","check.check2.Dairy.Tick3.q78.2","check.check2.Dairy.Tick3.q78.3","check.check2.Dairy.Tick3.q78.4","check.check2.Dairy.Tick3.q78.5","check.check2.Dairy.Tick3.q78.6","check.check2.Dairy.Tick3.q78.7","check.check2.Dairy.Tick3.q78.8","check.check2.Dairy.Tick3.q78.9","check.check2.Dairy.Tick3.q78.10","check.check2.Dairy.Tick3.q78.11","check.check2.Dairy.Tick3.q78.12","check.check2.Dairy.Tick3.q78.13","check.check2.Dairy.Tick3.q78.14","check.check2.Dairy.Tick3.q78.15","check.check2.Dairy.Tick3.q78.16","check.check2.Dairy.Tick3.q78.17","check.check2.Dairy.Tick3.q78.18","check.check2.Dairy.Tick3.q78.19","check.check2.Dairy.Tick3.q78.20","check.check2.Dairy.Tick3.q78.21","check.check2.Dairy.Tick3.q78.22","check.check2.Dairy.Tick3.q78.23","check.check2.Dairy.Tick3.q78.24","check.check2.Dairy.Tick3.q78.25","check.check2.Dairy.Tick3.q78.26","check.check2.Dairy.Tick3.q78.27","check.check2.Dairy.Tick3.q78.28","check.check2.Dairy.Tick3.q78.29","check.check2.Dairy.Tick3.q78.30","check.check2.Dairy.Tick3.q78.31","check.check2.Dairy.Tick3.q78.32","check.check2.Dairy.Tick3.q78.33","check.check2.Dairy.Tick3.q78.34","check.check2.Dairy.Tick3.q78.35","check.check2.Dairy.Tick3.q78.36","check.check2.Dairy.Tick3.q79","check.check2.Dairy.Tick3.q80","check.check2.Dairy.Tick3.q81.1","check.check2.Dairy.Tick3.q81.2","check.check2.Dairy.Tick3.q81.3","check.check2.Dairy.Tick3.q81.4","check.check2.Dairy.Tick3.q81.5","check.check2.Dairy.Tick3.q81.96","check.check2.Dairy.Tick3.q81.88","check.check2.Dairy.Tick3.q81.6","check.check2.Dairy.Tick3.q82.1","check.check2.Dairy.Tick3.q82.2","check.check2.Dairy.Tick3.q82.3","check.check2.Dairy.Tick3.q82.4","check.check2.Dairy.Tick3.q82.5","check.check2.Dairy.Tick3.q82.6","check.check2.Dairy.Tick3.q82.7","check.check2.Dairy.Tick3.q82.8","check.check2.Dairy.Tick3.q82.9","check.check2.Dairy.Tick3.q82.10","check.check2.Dairy.Tick3.q82.11","check.check2.Dairy.Tick3.q82.12","check.check2.Dairy.Tick3.q82.13","check.check2.Dairy.Tick3.q82.14","check.check2.Dairy.Tick3.q82.15","check.check2.Dairy.Tick3.q82.16","check.check2.Dairy.Tick3.q82.17","check.check2.Dairy.Tick3.q82.18","check.check2.Dairy.Tick3.q82.19","check.check2.Dairy.Tick3.q82.20","check.check2.Dairy.Tick3.q82.21","check.check2.Dairy.Tick3.q82.22","check.check2.Dairy.Tick3.q82.23","check.check2.Dairy.Tick3.q82.24","check.check2.Dairy.Tick3.q82.25","check.check2.Dairy.Tick3.q82.26","check.check2.Dairy.Tick3.q82.27","check.check2.Dairy.Tick3.q82.28","check.check2.Dairy.Tick3.q82.29","check.check2.Dairy.Tick3.q82.30","check.check2.Dairy.Tick3.q82.31","check.check2.Dairy.Tick3.q82.32","check.check2.Dairy.Tick3.q82.33","check.check2.Dairy.Tick3.q82.34","check.check2.Dairy.Tick3.q82.35","check.check2.Dairy.Tick3.q82.36","check.check2.Dairy.Tick3.q83","check.check2.Dairy.Tick3.q84","check.check2.Dairy.Tick3.q85.1","check.check2.Dairy.Tick3.q85.2","check.check2.Dairy.Tick3.q85.3","check.check2.Dairy.Tick3.q85.4","check.check2.Dairy.Tick3.q85.5","check.check2.Dairy.Tick3.q85.6","check.check2.Dairy.Tick3.q85.96","check.check2.Dairy.Tick3.q86","check.check2.Dairy.Tick3.q87","check.check2.Dairy.Tick3.q88","check.check2.Dairy.Tick3.q89","check.check2.Dairy.Tick3.q90","check.check2.Dairy.Tick3.q91","check.check2.Dairy.Tick3.q92","check.check2.Dairy.Tick3.q93","check.check2.Dairy.Tick3.q94","check.check2.Dairy.Tick3.q95","check.check2.Dairy.Tick3.q96.1","check.check2.Dairy.Tick3.q96.2","check.check2.Dairy.Tick3.q96.3","check.check2.Dairy.Tick3.q96.4","check.check2.Dairy.Tick3.q96.5","check.check2.Dairy.Tick3.q96.6","check.check2.Dairy.Tick3.q96.8","check.check2.Dairy.Tick3.q96.96","check.check2.Dairy.Tick3.q97","check.check2.Dairy.Tick3.q98","check.check2.Dairy.Tick3.q99b.1","check.check2.Dairy.Tick3.q99b.2","check.check2.Dairy.Tick3.q99b.3","check.check2.Dairy.Tick3.q99b.4","check.check2.Dairy.Tick3.q99b.5","check.check2.Dairy.Tick3.q100","check.check2.Dairy.Tick3.q100b.1","check.check2.Dairy.Tick3.q100b.2","check.check2.Dairy.Tick3.q100b.3","check.check2.Dairy.Tick3.q100b.4","check.check2.Dairy.Tick3.q100b.5","check.check2.Dairy.Tick3.q101","check.check2.Dairy.Tick3.q101b","check.check2.Dairy.Tick3.q102","check.check2.Dairy.Tick3.effect.q102a","check.check2.Dairy.Tick3.effect.q102b","check.check2.Dairy.Tick3.effect.q102c","check.check2.Dairy.Tick3.effect.q102d","check.check2.Dairy.Tick3.effect.q102e","check.check2.Dairy.Tick3.effect.q102f","check.check2.Dairy.Tick3.effect.q102g","check.check2.Dairy.Tick3.q103.1","check.check2.Dairy.Tick3.q103.2","check.check2.Dairy.Tick3.q103.3","check.check2.Dairy.Tick3.q103.4","check.check2.Dairy.Tick3.q103.5","check.check2.Dairy.Tick3.q103.6","check.check2.Dairy.Tick3.q103.7","check.check2.Dairy.Tick3.q103.8","check.check2.Dairy.Tick3.q103.9","check.check2.Dairy.Tick3.q103.96","check.check2.Dairy.Tick3.q104a","check.check2.Dairy.Tick3.q104b","check.check2.Dairy.Tick3.q104c","check.check2.Dairy.Tick3.q104d.1","check.check2.Dairy.Tick3.q104d.2","check.check2.Dairy.Tick3.q104d.3","check.check2.Dairy.Tick3.q104d.4","check.check2.Dairy.Tick3.q104d.5","check.check2.Dairy.Tick3.q104e","check.check2.Dairy.Tick3.q104f","check.check2.Dairy.Tick3.q105.1","check.check2.Dairy.Tick3.q105.2","check.check2.Dairy.Tick3.q105.3","check.check2.Dairy.Tick3.q105.4","check.check2.Dairy.Tick3.q105.88","check.check2.Dairy.Tick3.q10b","check.check2.Dairy.Tick3.q10c","check.check2.Dairy.Tick3.q10d","check.check2.Dairy.Tick3.q106","check.check2.Dairy.Tick3.q107","check.check2.Dairy.Tick3.q108","check.check2.Dairy.Tick3.q109","check.check2.Dairy.Tick3.q110","check.check2.Dairy.Tick3.TBD.q111a","check.check2.Dairy.Tick3.TBD.q111b","check.check2.Dairy.Tick3.TBD.q111c","check.check2.Dairy.Tick3.TBD.q111d","check.check2.Dairy.Tick3.TBD.q111dx","check.check2.Dairy.Tick3.TBD.q111e","check.check2.Dairy.Tick3.bab.q111f","check.check2.Dairy.Tick3.bab.q111g","check.check2.Dairy.Tick3.bab.q111h","check.check2.Dairy.Tick3.bab.q111i","check.check2.Dairy.Tick3.bab.q111j","check.check2.Dairy.Tick3.east.q111k","check.check2.Dairy.Tick3.east.q111l","check.check2.Dairy.Tick3.east.q111m","check.check2.Dairy.Tick3.east.q111n","check.check2.Dairy.Tick3.east.q111o","check.check2.Dairy.Tick3.ana.q111p","check.check2.Dairy.Tick3.ana.q111q","check.check2.Dairy.Tick3.ana.q111r","check.check2.Dairy.Tick3.ana.q111s","check.check2.Dairy.Tick3.ana.q111t","check.check2.Dairy.Tick3.heart.q111u","check.check2.Dairy.Tick3.heart.q111v","check.check2.Dairy.Tick3.heart.q111w","check.check2.Dairy.Tick3.heart.q111x","check.check2.Dairy.Tick3.heart.q111y","check.check2.Dairy.video_shown"
"2022-11-30","MCC_77","F_1521_D",1,FALSE,"A","Yes","n/a","Yes","Yes","No",1,57,"Male",6,"n/a","n/a","n/a",11,1,"Yes","Yes","2","n/a",15,"2000000",9,"1300000",6,"1000000",25,"3000000",15,"2500000",10,"900000","Yes",1,100,"Yes","True","True","False","False","False","False","False","No","No",2,2,"Yes","True","False","False","Yes","True","False","False","True","False",45,24,38,19,45,24,1,10,"0.5",0,45,2,800,"38",2,1500,"Yes","False","True","False","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40","800","True","True","False","False","False","False","n/a","Yes","False","False","True","False","False","1","6","No","2","No","4","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","True","False","False","False","False","False","False","False","13","260000","1","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","7","6","7","2","1","2","7","2","7","1","1","3","1","2","1","5","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE
"2022-12-01","MCC_77","F_1524_T",2,TRUE,"A","Yes","n/a","Yes","Yes","No",1,40,"Male",3,"n/a","n/a","n/a",5,0,"No","Yes","2","n/a",999,"n/a",999,"n/a",999,"n/a",5,"2500000",2,"2500000",2,"800000","Yes",3,5,"Yes","False","True","False","False","False","False","False","No","No",1,1,"No","n/a","n/a","n/a","Yes","False","False","False","True","False",10,3,6,2,6,3,1,2,"0",0,4,1,700,"4",1,1000,"Yes","True","False","False","False","False","False","False","n/a","5","700","False","True","False","False","False","False","n/a","Yes","2","1","3","No","5","No","1","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","4","1","1","1","1","3","2","none","n/a","1","6","1","3","1","5","100000","100000","50000","True","False","False","False","True","Ecf vaccinations","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","5","60","True","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","60","0","False","False","False","False","True","False","False","4","3","3","3","2","1","4","20","20","5","False","False","True","False","False","False","False","False","5","No","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","No","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","False","False","False","False","True","False","False","False","False","False","Yes","Dudu force,","Yes","False","False","False","False","True","No","No","False","True","False","False","False","Yes","Yes","5000","4","Norotraz","It tries to kill ticks and help me from having tick related diseases,","999","999","Yes","0","0","0","0","1","No","n/a","n/a","n/a","1","No","n/a","n/a","n/a","1","No","n/a","n/a","n/a","1","No","n/a","n/a","n/a","1",FALSE
"2022-12-01","MCC_77","F_1532_T",2,FALSE,"B","Yes","n/a","Yes","Yes","Yes",2,30,"Female",4,"42","Male","4",8,1,"No","Yes","n/a","2",999,"n/a",999,"n/a",999,"n/a",4,"1500000",2,"1500000",2,"700000","Yes",3,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No",2,2,"No","n/a","n/a","n/a","Yes","False","False","False","True","False",3,2,0,0,3,2,2,1,"0.25",0,2,1,500,"n/a",1,999,"Yes","True","False","False","False","False","False","False","n/a","2","500","True","True","False","False","False","False","n/a","Yes","2","1","3","No","5","No","1","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","6","1","1","1","2","3","1","3","3","1","4","1","3","none","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",TRUE
