"farmer_ID","trader_ID","MCC_ID","today","district","farmer.tot_prod","farmer.tot_sold","farmer.tot_sold_trader","farmer.trader_link","farmer.rejected_week","farmer.rejected_month","farmer.bett_prc","farmer.used_bran","farmer.used_residu","farmer.used_lick","farmer.used_cgrazing","treat","q_sold_1","q_sold_2","q_sold_3","q_sold_4","q_sold_5","q_sold_6","checked_1","checked_2","checked_3","checked_4","checked_5","checked_6","checked_how_1","checked_how_2","checked_how_3","checked_how_4","checked_how_5","checked_how_6","p_sold_1","p_sold_2","p_sold_3","p_sold_4","p_sold_5","p_sold_6"
"F_063","T_052","MCC_014","2025-12-06","Kiruhura",50,42,42,6,0,0,2,2,2,2,2,0,42,45,43,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_268","T_052","MCC_014","2025-12-04","Kiruhura",40,38,30,6,0,0,2,2,2,2,2,0,23,33,31,NA,NA,NA,2,1,2,NA,NA,NA,NA,"Lactometer",NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_277","T_053","MCC_011","2025-12-04","Kiruhura",115,95,20,4,0,0,2,2,2,1,2,0,20,20,20,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,850,850,NA,NA,NA
"F_258","T_053","MCC_011","2025-12-04","Kiruhura",170,150,150,5,0,0,2,2,2,1,2,0,150,150,150,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_375","T_053","MCC_011","2025-12-04","Kiruhura",50,38,38,5,0,0,2,2,2,1,2,0,35,37,38,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_006","T_053","MCC_011","2025-12-04","Kiruhura",70,40,40,5,0,0,2,2,2,1,2,0,40,40,40,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,850,850,NA,NA,NA
"F_123","T_054","MCC_003","2025-12-05","Kazo",40,31,31,6,0,0,2,2,2,2,2,1,30,31,30,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_099","T_054","MCC_003","2025-12-05","Kazo",10,7,7,6,0,0,2,2,2,2,2,1,7,7,7,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_390","T_054","MCC_003","2025-12-05","Kazo",30,15,15,5,0,0,1,2,2,2,2,1,14,14,15,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,950,950,NA,NA,NA
"F_070","T_054","MCC_003","2025-12-05","Kazo",50,38,38,6,0,0,2,2,2,2,1,1,38,40,39,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_142","T_054","MCC_003","2025-12-05","Kazo",42,33,32,5,0,0,2,2,2,2,1,1,31,32,30,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_152","T_055","MCC_008","2025-12-04","Kiruhura",40,30,30,6,0,0,2,2,2,2,2,0,30,30,30,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_047","T_055","MCC_008","2025-12-04","Kiruhura",10,5,5,5,0,1,2,2,2,2,2,0,6,10,10,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_154","T_055","MCC_008","2025-12-04","Kiruhura",60,50,50,5,0,0,2,2,2,1,2,0,50,50,41,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_235","T_056","MCC_014","2025-12-04","Kiruhura",10,10,10,5,0,0,2,2,2,1,2,1,10,12,10,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_369","T_056","MCC_014","2025-12-04","Kiruhura",50,30,22,6,0,0,2,1,2,1,2,1,34,23,33,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,950,NA,NA,NA
"F_030","T_056","MCC_014","2025-12-04","Kiruhura",30,20,20,5,0,0,2,2,2,1,1,1,25,20,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_090","T_056","MCC_014","2025-12-05","Kiruhura",27,20,20,4,0,0,2,1,1,1,1,1,20,20,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_096","T_057","MCC_018","2025-12-03","Kiruhura",45,36,36,4,0,0,2,2,2,1,2,0,36,36,36,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_255","T_057","MCC_018","2025-12-03","Kiruhura",100,67,30,5,0,0,2,2,2,1,2,0,36,30,37,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_204","T_057","MCC_018","2025-12-03","Kiruhura",24,22,22,1,0,0,2,2,2,1,2,0,20,21,18,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_395","T_057","MCC_018","2025-12-03","Kiruhura",50,50,20,5,0,0,2,2,2,1,2,0,20,20,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_350","T_057","MCC_018","2025-12-03","Kiruhura",30,30,30,5,0,0,2,2,2,1,2,0,29,26,38,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_162","T_057","MCC_018","2025-12-03","Kiruhura",15,11,9,6,0,0,2,2,1,2,2,0,11,30,19,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,800,850,NA,NA,NA
"F_149","T_058","MCC_010","2025-12-06","Kazo",100,90,90,4,0,0,2,2,2,1,2,0,80,70,90,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_260","T_058","MCC_010","2025-12-06","Kazo",50,42,42,5,0,0,2,2,2,2,2,0,45,42,40,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_141","T_058","MCC_010","2025-12-06","Kazo",24,15,15,5,0,0,2,2,2,1,1,0,15,15,15,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_056","T_058","MCC_010","2025-12-06","Kazo",45,39,39,5,0,0,2,2,2,2,2,0,39,35,39,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_046","T_058","MCC_010","2025-12-06","Kazo",17,13,13,5,0,0,2,2,2,2,2,0,13,10,13,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_275","T_059","MCC_007","2025-12-04","Kiruhura",30,25,25,6,0,0,2,2,2,1,1,0,23,25,29,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_104","T_059","MCC_007","2025-12-04","Kiruhura",40,36,36,5,0,1,2,2,2,2,1,0,36,36,38,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_145","T_059","MCC_007","2025-12-04","Kiruhura",10,9,9,6,0,0,1,2,1,2,1,0,9,9,9,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_321","T_059","MCC_007","2025-12-04","Kiruhura",20,16,16,5,0,0,2,2,2,2,2,0,16,16,16,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_206","T_059","MCC_007","2025-12-04","Kiruhura",60,45,45,6,0,0,2,2,2,1,1,0,45,38,30,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_365","T_060","MCC_005","2025-12-06","Kazo",10,6,6,5,0,0,2,2,2,2,2,0,6,8,6,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_339","T_060","MCC_005","2025-12-06","Kazo",40,30,30,5,0,0,2,2,2,2,2,0,33,30,32,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_343","T_060","MCC_005","2025-12-06","Kazo",18,12,12,5,0,0,2,2,2,2,2,0,15,12,14,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_136","T_060","MCC_005","2025-12-06","Kazo",6,0,0,5,0,0,2,2,2,2,2,0,6,6,6,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_358","T_060","MCC_005","2025-12-06","Kazo",12,10,10,6,0,0,2,2,1,1,1,0,10,8,8,NA,NA,NA,1,1,2,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_139","T_061","MCC_014","2025-12-05","Kiruhura",50,40,40,3,0,0,2,1,1,1,2,0,40,40,40,NA,NA,NA,2,1,2,NA,NA,NA,NA,"Lactometer",NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_383","T_061","MCC_014","2025-12-04","Kiruhura",80,70,70,5,0,0,2,2,2,2,2,0,50,40,35,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_130","T_062","MCC_008","2025-12-03","Kiruhura",65,58,58,6,0,0,2,2,2,2,1,0,58,58,58,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_170","T_062","MCC_008","2025-12-03","Kiruhura",90,80,50,6,0,0,2,2,2,2,1,0,50,50,50,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_226","T_063","MCC_005","2025-12-05","Kazo",70,30,30,4,0,0,2,2,2,2,1,0,40,37,37,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_265","T_063","MCC_005","2025-12-05","Kazo",35,25,25,4,0,0,2,2,2,2,2,0,34,35,35,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_194","T_063","MCC_005","2025-12-05","Kazo",27,25,25,4,0,0,2,2,2,1,2,0,23,25,24,NA,NA,NA,1,1,2,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,NA,850,850,850,NA,NA,NA
"F_399","T_063","MCC_005","2025-12-05","Kazo",55,50,50,5,0,0,2,2,2,2,2,0,45,45,45,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_027","T_064","MCC_005","2025-12-05","Kazo",20,15,15,4,0,0,2,2,2,2,2,1,18,15,15,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_111","T_064","MCC_005","2025-12-05","Kazo",9,7,7,5,0,0,2,2,2,2,1,1,6,6,6,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_138","T_064","MCC_005","2025-12-05","Kazo",23,20,20,6,0,0,2,2,2,1,2,1,17,20,20,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_414","T_064","MCC_005","2025-12-05","Kazo",120,100,100,4,0,0,2,2,1,2,1,1,90,80,100,NA,NA,NA,1,2,2,NA,NA,NA,"Lactometer",NA,NA,NA,NA,NA,850,850,850,NA,NA,NA
"F_330","T_064","MCC_005","2025-12-05","Kazo",15,10,10,5,0,0,2,2,2,2,1,1,10,10,10,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_083","T_066","MCC_007","2025-12-03","Kiruhura",70,50,45,5,0,0,2,2,2,2,1,1,45,50,45,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_356","T_066","MCC_007","2025-12-03","Kiruhura",125,110,110,5,0,0,2,2,2,1,1,1,110,115,104,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_061","T_066","MCC_007","2025-12-03","Kiruhura",130,100,100,5,0,0,2,2,2,1,1,1,130,95,90,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_363","T_066","MCC_007","2025-12-03","Kiruhura",55,50,50,5,0,0,2,2,2,1,1,1,50,48,50,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_413","T_066","MCC_007","2025-12-03","Kiruhura",68,52,52,6,0,0,2,2,2,1,2,1,52,55,50,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_311","T_067","MCC_006","2025-12-03","Kiruhura",80,60,60,5,0,0,1,2,2,1,2,0,60,54,58,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_095","T_067","MCC_006","2025-12-03","Kiruhura",25,20,20,3,0,0,2,2,2,1,1,0,20,20,20,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,940,940,NA,NA,NA
"F_257","T_067","MCC_006","2025-12-03","Kiruhura",30,15,15,4,0,0,2,1,2,1,1,0,15,15,15,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_153","T_067","MCC_006","2025-12-03","Kiruhura",10,7,7,5,0,0,2,2,2,1,1,0,6,7,7,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_023","T_068","MCC_019","2025-12-03","Kiruhura",15,10,10,4,0,0,2,2,2,1,2,0,9,10,9,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_025","T_068","MCC_019","2025-12-03","Kiruhura",15,15,15,4,0,0,2,2,2,1,2,0,15,15,15,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_022","T_068","MCC_019","2025-12-03","Kiruhura",17,9,9,4,0,0,2,2,2,1,2,0,9,9,7,NA,NA,NA,2,1,2,NA,NA,NA,NA,"Lactometer",NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_117","T_068","MCC_019","2025-12-03","Kiruhura",25,22,12,5,0,0,2,2,2,1,1,0,15,15,12,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,900,900,NA,NA,NA
"F_041","T_068","MCC_019","2025-12-03","Kiruhura",8,5,5,4,0,0,1,2,2,1,1,0,10,8,6,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_106","T_069","MCC_002","2025-12-04","Kiruhura",130,120,120,5,0,0,2,2,2,2,2,0,120,125,125,NA,NA,NA,2,1,2,NA,NA,NA,NA,"Lactometer",NA,NA,NA,NA,850,800,850,NA,NA,NA
"F_244","T_069","MCC_002","2025-12-04","Kiruhura",300,280,130,5,0,0,2,1,1,1,1,0,150,130,135,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,850,NA,NA,NA
"F_288","T_070","MCC_019","2025-12-03","Kiruhura",40,36,36,4,0,0,2,1,2,1,1,0,30,25,33,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_146","T_070","MCC_019","2025-12-03","Kiruhura",18,11,11,6,0,0,2,2,2,1,2,0,11,12,10,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_250","T_070","MCC_019","2025-12-03","Kiruhura",40,35,15,6,0,0,2,2,2,1,2,0,15,15,15,NA,NA,NA,2,1,2,NA,NA,NA,NA,"Lactometer",NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_239","T_070","MCC_019","2025-12-03","Kiruhura",33,23,18,5,0,0,2,2,2,1,2,0,15,15,18,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_380","T_070","MCC_019","2025-12-03","Kiruhura",40,15,15,5,0,0,2,2,2,1,1,0,20,20,15,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_198","T_071","MCC_010","2025-12-06","Kazo",30,25,25,5,0,0,2,2,2,2,2,1,22,25,25,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_038","T_071","MCC_010","2025-12-06","Kazo",15,10,10,5,0,0,2,2,2,2,2,1,10,10,10,NA,NA,NA,2,1,1,NA,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_252","T_071","MCC_010","2025-12-06","Kazo",15,10,10,5,0,0,2,2,1,2,1,1,10,9,10,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_037","T_071","MCC_010","2025-12-06","Kazo",11,6,6,4,0,0,2,2,2,2,1,1,6,7,6,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_158","T_071","MCC_010","2025-12-06","Kazo",12,8,8,5,0,0,2,2,2,2,2,1,8,8,8,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_003","T_072","MCC_012","2025-12-03","Kiruhura",50,45,45,6,1,1,2,2,2,2,2,0,45,48,50,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_163","T_072","MCC_012","2025-12-03","Kiruhura",220,200,200,6,0,0,2,2,2,2,1,0,220,200,210,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_088","T_072","MCC_012","2025-12-03","Kiruhura",205,185,185,6,0,0,2,2,2,1,2,0,187,185,182,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_140","T_073","MCC_016","2025-12-05","Kazo",190,155,155,5,0,0,2,2,2,1,2,1,135,160,155,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_397","T_073","MCC_016","2025-12-05","Kazo",120,82,82,5,0,0,2,2,2,1,2,1,86,95,82,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_237","T_073","MCC_016","2025-12-05","Kazo",16,10,10,5,0,0,2,2,2,1,2,1,10,10,10,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_251","T_073","MCC_016","2025-12-05","Kazo",65,40,40,5,0,0,2,2,2,1,2,1,40,40,40,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_274","T_073","MCC_016","2025-12-05","Kazo",35,30,30,5,0,0,2,2,2,1,2,1,30,30,30,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_062","T_074","MCC_004","2025-12-04","Kiruhura",80,60,60,5,0,0,2,2,2,2,2,0,60,60,60,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_287","T_074","MCC_004","2025-12-04","Kiruhura",30,25,25,6,0,0,2,2,2,2,2,0,25,25,25,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_362","T_074","MCC_004","2025-12-04","Kiruhura",110,100,100,6,0,0,2,2,2,2,2,0,80,100,100,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_184","T_074","MCC_004","2025-12-04","Kiruhura",40,30,30,6,0,0,2,2,2,2,2,0,40,30,35,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_388","T_074","MCC_004","2025-12-04","Kiruhura",45,40,40,6,0,0,2,2,2,2,2,0,35,40,40,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_189","T_075","MCC_008","2025-12-04","Kiruhura",15,10,10,5,0,0,2,2,2,1,2,1,10,6,6,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_042","T_075","MCC_008","2025-12-04","Kiruhura",25,20,20,6,0,0,2,2,2,1,2,1,20,20,22,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_085","T_075","MCC_008","2025-12-04","Kiruhura",30,25,25,5,0,0,2,2,2,1,2,1,30,30,25,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_228","T_075","MCC_008","2025-12-04","Kiruhura",35,25,25,5,0,2,2,2,2,1,2,1,30,25,30,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_266","T_075","MCC_008","2025-12-04","Kiruhura",30,25,25,5,0,0,2,2,2,1,2,1,25,30,30,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_051","T_076","MCC_008","2025-12-04","Kiruhura",40,30,30,4,0,0,2,2,2,2,1,0,30,30,30,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_273","T_076","MCC_008","2025-12-04","Kiruhura",35,29,29,5,0,0,2,2,2,1,1,0,28,25,26,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_352","T_076","MCC_008","2025-12-04","Kiruhura",54,33,17,4,0,0,2,2,2,1,1,0,20,17,23,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_366","T_079","MCC_004","2025-12-04","Kiruhura",80,60,60,3,0,0,2,1,1,1,1,0,50,50,60,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_404","T_079","MCC_004","2025-12-04","Kiruhura",35,20,20,4,0,0,2,2,2,2,1,0,20,20,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_017","T_079","MCC_004","2025-12-04","Kiruhura",40,30,30,5,0,0,2,2,2,2,2,0,30,35,28,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_371","T_079","MCC_004","2025-12-04","Kiruhura",50,42,42,4,0,0,2,1,2,2,1,0,35,42,33,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,"Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_253","T_079","MCC_004","2025-12-04","Kiruhura",40,30,30,4,0,0,2,2,2,2,1,0,28,30,25,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_381","T_080","MCC_005","2025-12-05","Kazo",25,20,2,6,0,0,2,2,2,1,1,1,20,20,20,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_272","T_080","MCC_005","2025-12-05","Kazo",150,120,12,5,0,0,2,2,2,1,1,1,120,NA,120,NA,120,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,800,NA,800,NA,800,NA
"F_272","T_080","MCC_005","2025-12-05","Kazo",23,19,19,6,0,0,2,2,2,2,1,1,NA,18,NA,18,NA,19,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,850,NA,850,NA,850
"F_059","T_080","MCC_005","2025-12-05","Kazo",50,32,32,6,0,0,2,2,1,1,1,1,31,30,32,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_092","T_080","MCC_005","2025-12-05","Kazo",25,20,20,6,0,0,2,2,2,1,1,1,20,20,20,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_055","T_081","MCC_016","2025-12-05","Kazo",35,27,27,5,0,0,2,2,1,1,2,0,27,29,29,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_279","T_081","MCC_016","2025-12-05","Kazo",300,250,250,5,0,0,2,2,2,1,1,0,250,240,260,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_385","T_081","MCC_016","2025-12-05","Kazo",200,160,160,6,0,0,2,2,2,2,1,0,170,150,165,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_382","T_081","MCC_016","2025-12-05","Kazo",60,50,50,5,0,0,2,2,2,1,2,0,50,55,60,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
